fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,pretax_income,income_tax,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebit,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/12/2020,-149551000,,,,,-197713000,0,-197713000,,,,,,,-197713000,0,,,17471000,,,,ACR.PR.D
30/06/2023,1207801000,142000000,1065801000,858633000,-76966000,829907000,305332000,521297000,0.6931,0.6892,637323060,637323060,848381000,947167000,,-79586000,,,88433000,19949000,72311000,18474000,OROCF
30/06/2022,769818000,164490000,605328000,437374000,6706000,430107000,92884000,337223000,0.5159,0.5134,592546337,592546337,445485000,509073000,,-31549000,,,89863000,14747000,6107000,15378000,OROCF
30/06/2021,55517800,24561190,30956610,3530450,-3674550,-14104770,44500700,-58605470,-0.1802,-0.1802,216712887,216712887,-710675,14585540,,29849000,,,11651140,3487875,1120705,13394095,OROCF
30/06/2020,50486745,35190530,15296215,-9387460,-31840205,-50441550,-6452405,-43989145,-0.1964,-0.1964,173355343,173355343,-38979050,-6141280,,,,,11746770,3843540,3669965,11462500,OROCF
30/09/2023,2666300000,1778400000,887900000,418600000,23400000,256300000,38800000,217500000,3.86,3.85,52500000,52500000,442000000,696800000,217500000,,,,,,,185700000,SR
30/09/2022,2198500000,1373500000,825000000,408200000,-8700000,279700000,58900000,220800000,3.96,3.95,52000000,52000000,399500000,636800000,220800000,,,,,,,119800000,SR
30/09/2021,2235500000,1412100000,823400000,450200000,-3400000,340200000,68500000,271700000,4.97,4.96,51600000,51600000,446800000,659900000,271700000,,,,,,,106600000,SR
30/09/2020,1855400000,1154700000,700700000,355000000,-148500000,101000000,12400000,88600000,1.44,1.44,51200000,51200000,206500000,552400000,88600000,,,,,,,105500000,SR
31/12/2023,16107000000,9316000000,6791000000,4040000000,-2000000,3823000000,866000000,2957000000,9.77,9.74,302600000,302600000,4089000000,4520000000,2957000000,,,,2638000000,,51000000,266000000,ITW
31/12/2022,15932000000,9429000000,6503000000,3790000000,233000000,3842000000,808000000,3034000000,9.8,9.77,309600000,309600000,4045000000,4262000000,3034000000,,,,2579000000,,22000000,203000000,ITW
31/12/2021,14455000000,8489000000,5966000000,3477000000,39000000,3326000000,632000000,2694000000,8.55,8.51,315100000,315100000,3528000000,3918000000,2694000000,,,,2356000000,,12000000,202000000,ITW
31/12/2020,12574000000,7375000000,5199000000,2882000000,11000000,2704000000,595000000,2109000000,6.66,6.63,316900000,316900000,2910000000,3334000000,2109000000,,,,2163000000,,17000000,206000000,ITW
31/12/2019,3232551000,1737369000,1495182000,681649000,17531000,547823000,136971000,410852000,,,,,699180000,1000368000,410852000,,,,,169856000,,151357000,CNLTL
31/12/2022,0,,,-1098690,-149605,-1491513,0,-1491513,-0.04,-0.04,36612089,36612089,-1248295,-1096852,-1491513,,,,1098690,,,243218,XNDA
31/12/2021,0,,,-304024,41914,-350140,0,-350140,-0.01,-0.01,36339541,36339541,-262110,-303289,-350140,,,,304024,,,88030,XNDA
31/12/2020,0,,,-37296,,-39296,0,-39296,-0.001111,-0.001111,35374440,35374440,-37296,-36932,-39296,,,,37296,,,2000,XNDA
31/12/2022,1632061000,557942000,1074119000,955963000,-391837000,517084000,126421000,390663000,2.29,2.23,170739471,170739471,564126000,1210505000,390663000,,,,22513000,95643000,,47042000,PEYUF
31/12/2021,911981000,336384000,575597000,483829000,-233389000,191423000,39175000,152248000,0.92,0.89,166107837,166107837,250440000,706114000,152248000,,,,19873000,71895000,,59017000,PEYUF
31/12/2020,399990000,275732000,124258000,18439000,-3906000,-44338000,-8783000,-35555000,-0.22,-0.22,164894920,164894920,14533000,262078000,-35555000,,,,12809000,93010000,,58871000,PEYUF
31/12/2022,1.72991E+11,1.56926E+11,16064609089,12638255663,,9804466705,2612765878,7191700827,0.28,0.28,21667666301,21667666301,12487319758,18219082954,7191700827,-1124754263,0,388609726,760481355,1235110800,1189038307,2682853052,CMCLF
31/12/2021,1.73863E+11,1.5754E+11,16323043806,13207035616,,8755314341,3327700999,5427613342,0.24,0.24,21275071874,21275071874,10411177792,18652137396,5427613342,-321596092,0,272384715,606965046,1256077808,748777605,1655863451,CMCLF
31/12/2020,1.12981E+11,1.04536E+11,8445011966,6013626505,,2876289792,397649247,2478640545,0.11,0.11,21170795563,21170795563,4606581782,9145345510,2478640545,-149853033,0,173582899,589475287,892221743,691961398,1730291990,CMCLF
30/06/2023,0,,,-1461529,71420,-1390109,,-1390109,-0.01,-0.01,132820000,132820000,-1461529,-1452214,-1390109,,,,521016,940513,,,SCLTF
30/06/2022,0,,,-1242166,-94158,-1336324,,-1336324,-0.01,-0.01,111826000,111826000,-1242166,-1123483,-1336324,,,,545785,696381,,,SCLTF
30/06/2021,0,,,-1299600,-48300,-1347900,,-1347900,-0.02,-0.02,82092000,82092000,-1299600,-1174953,-1347900,,,,566732,732868,,,SCLTF
30/06/2020,0,,,-857631,717525,-143095,,-143095,-0.004086,-0.004086,35020000,35020000,-857631,-1563708,-143095,,,,502862,354769,,,SCLTF
31/12/2022,673416,369449,303967,-20099097,2750424,-20030600,,-41934737,-19.75,-19.75,2126981,2126981,-16691022,-18995922,-41934737,0,,,1898125,18359415,657651,3339578,AGFAF
31/12/2021,928208,522985,405223,-5278054,12927627,1673267,,-2413679,-5,-5,475768,475768,8299362,-3780006,-2413719,-2682000,,0,4466017,553643,649789,6626095,AGFAF
31/12/2020,1491678,1257856,233822,-18233694,-79343464,-103203264,,-103203264,-295.75,-295.75,348918,348918,-97475487,-21764988,-103203264,347056,,394945,15142633,1767751,101671,5727777,AGFAF
30/06/2023,0,,,-2783357,-799,-2789863,,-2789863,-0.04,-0.04,76767800,76767800,-2789863,-2785205,-2789863,,,,1937323,842175,,0,TORCF
30/06/2022,0,,,-1605475,-1338529,-2952956,,-2952956,-0.07,-0.07,42183675,42183675,-2949373,-1712363,-2952956,,,,1154985,449746,0,3583,TORCF
30/06/2021,0,,,-499103,3072,-498361,,-498361,-0.009,-0.009,54825401,54825401,-496953,-500025,-498361,,,,360339,138764,3237,1408,TORCF
30/06/2020,0,,,-274217,-4699,-283565,,-283565,-0.005172,-0.005172,54825401,54825401,-277317,-272618,-283565,,,,267656,6561,2157,6248,TORCF
31/12/2022,0,,,-948157,,2434705,,2434705,,,,,-948157,-948157,2434705,,,,948157,,3382862,,DPCSU
31/03/2023,62178000000,36440000000,25737000000,8878000000,,10043000000,2806000000,7237000000,381.56,381.56,17680000,17680000,10155000000,11813000000,10043000000,-490000000,0,1157000000,,8308000000,6000000,112000000,NPNVF
31/03/2022,53167000000,31667000000,21499000000,6974000000,,7122000000,2085000000,5037000000,273.98,273.98,17672000,17672000,7182000000,9751000000,7122000000,-195000000,0,955000000,,6800000000,6000000,60000000,NPNVF
31/03/2021,44717000000,27199000000,17517000000,3477000000,,4506000000,1356000000,3150000000,175.27,175.27,17633000,17633000,4574000000,6209000000,4506000000,-59000000,0,1006000000,,6092000000,2000000,68000000,NPNVF
31/03/2020,48212000000,30237000000,17974000000,4217000000,,4270000000,1273000000,2996000000,165.85,165.85,17594000,17594000,4333000000,6419000000,4270000000,-78000000,0,1065000000,,6075000000,5000000,63000000,NPNVF
31/03/2023,8.51956E+11,5.26549E+11,3.25407E+11,1.91359E+11,,2.30103E+11,56189000000,1.73914E+11,89.275,89.275,1910782000,1910782000,1.91359E+11,2.44241E+11,2.30103E+11,-3327000000,0,,,,3840000000,,FANUY
31/03/2022,7.33008E+11,4.37374E+11,2.95634E+11,1.8324E+11,,2.12917E+11,54427000000,1.5849E+11,80.95,80.95,1918174000,1918174000,1.8324E+11,2.32137E+11,2.12917E+11,-3217000000,0,,,,2055000000,,FANUY
31/03/2021,5.51287E+11,3.49327E+11,2.0196E+11,1.12514E+11,,1.28744E+11,32486000000,96258000000,49.011,49.011,1918210000,1918210000,1.12514E+11,1.58224E+11,1.28744E+11,-2246000000,0,,,,2088000000,,FANUY
31/03/2020,5.08252E+11,3.26095E+11,1.82157E+11,88350000000,,1.00843E+11,26226000000,74617000000,38.189,38.189,1921240000,1921240000,88350000000,1.37661E+11,1.00843E+11,-1246000000,0,,,,3861000000,,FANUY
30/06/2023,1133732000,719968000,413764000,-16847000,193000,-33603000,-9270000,-24333000,-0.0322,-0.0322,754840000,754840000,-12636000,372582000,,,,,6826000,38567000,4162000,20967000,RGRNF
30/06/2022,1015698000,945524000,70174000,-56642000,115000,19443000,5668000,13775000,0.0183,0.0182,754626000,754626000,30653000,117588000,,,,,18677000,21204000,245000,11210000,RGRNF
30/06/2021,818835000,511643000,307192000,213101000,118000,212394000,66196000,146198000,0.2637,0.2632,554413000,554413000,214659000,286788000,,,,,16145000,5817000,327000,2265000,RGRNF
30/06/2020,755791000,401385000,354406000,285183000,-70000,284660000,85143000,199517000,0.378333,0.377562,527327902,527327902,286684000,338015000,,,,,11503000,6389000,866000,2024000,RGRNF
31/12/2022,6761300000,5963700000,797600000,47100000,62800000,-359300000,-176100000,-311100000,-1.08,-1.08,367170911,367170911,67800000,1551200000,-311100000,-700000,,,730400000,20100000,,427100000,GFL
31/12/2021,5136600000,4662900000,473700000,-103400000,-264000000,-736200000,-109200000,-606800000,-1.83,-1.83,361566007,361566007,-412300000,1195400000,-606800000,0,,,562700000,14400000,,323900000,GFL
31/12/2020,4196200000,4006100000,190100000,-325200000,-608600000,-1355800000,-253400000,-1102400000,-3.1,-3.1,360383291,360383291,-983400000,825300000,-1102400000,,,,508400000,6900000,,372400000,GFL
31/12/2022,17306393000,12522240000,4784153000,1686922000,,1779069000,248708000,1530361000,26.08,26.08,57550000,57550000,2042256000,3187730000,1779069000,-29777000,0,1172394000,2160307000,,286410000,263187000,MNTHY
31/12/2021,13919269000,9835495000,4083774000,1257130000,,1845812000,266364000,1579448000,25.98,25.84,57582300,57582300,2109120000,2482613000,1845812000,-82941000,0,940700000,1981824000,17632000,284999000,263308000,MNTHY
31/12/2020,12466858000,8608015000,3858843000,1598698000,,1679575000,216587000,1462988000,24.26,24.2,57509250,57509250,1927199000,2772308000,1679575000,-67479000,0,764187000,1549911000,52875000,239710000,247624000,MNTHY
31/12/2022,1624635,903598,721037,-295132,1585,-321484,0,-321484,-0.01,-0.01,28037713,28037713,-293547,-124441,-321484,,,,994459,,,27937,VYEY
31/12/2021,815267,491682,323585,-728682,526730,-260859,0,-260859,-0.01,-0.01,28037713,28037713,-201952,-38780,-260859,,,,1031762,,,58907,VYEY
31/12/2020,851393,537427,313966,-863652,7000,-951329,2529,-953858,-0.03,-0.03,28037713,28037713,-863652,-712863,-953858,,,,1165009,-7000,,87677,VYEY
31/12/2023,215517000,,,,,12124000,2495000,9629000,0.66,0.66,14254661,14254661,,,9505000,-124000,42000,,134265000,,,,TMP
31/12/2022,303693000,,,,,109713000,24557000,85156000,5.92,5.89,14328280,14328280,,,85030000,-126000,250000,,131736000,,,,TMP
31/12/2021,299109000,,,,,114573000,25182000,89391000,6.08,6.05,14568763,14568763,,,89264000,-127000,615000,,127287000,,,,TMP
31/12/2020,295947000,,,,,97666000,19924000,77742000,5.22,5.2,14703390,14703390,,,77588000,-154000,857000,,124479000,,,,TMP
31/12/2022,0,162000,-162000,-54475000,-5596000,-60071000,,-60071000,-0.65,-0.65,130136000,130136000,-54475000,-47810000,-60071000,,,4101000,50212000,,,,NEXT
31/12/2021,0,184000,-184000,-19507000,-2532000,-22039000,,-22039000,-0.34,-0.34,119201000,119201000,-19507000,-16239000,-22039000,,,1615000,17708000,,2000,,NEXT
31/12/2020,0,1799000,-1799000,-22012000,7440000,-14329000,,-14329000,-0.24,-0.24,117524000,117524000,-22012000,-28044000,-14329000,,,0,20213000,,243000,,NEXT
31/03/2023,1548500000,444700000,1103800000,438300000,,408900000,116300000,293500000,5.79,5.7,50720336,50720336,420900000,461900000,429600000,-300000,0,,335200000,91600000,300000,12000000,REMYF
31/03/2022,1312900000,411800000,901100000,187400000,,307100000,95600000,212300000,4.21,4.11,50439010,50439010,317700000,357700000,334400000,-200000,0,,402300000,99400000,100000,10600000,REMYF
31/03/2021,1010200000,330100000,680100000,237400000,,221200000,77600000,144300000,2.89,2.75,50070497,50070497,233500000,269000000,236100000,300000,0,,191000000,67800000,100000,12300000,REMYF
31/03/2020,1024800000,347900000,676900000,214200000,,167500000,60900000,113200000,2.28,2.17,49806712,49806712,180400000,213800000,215100000,100000,0,,184200000,117500000,200000,12900000,REMYF
31/12/2023,305208000,65573000,239635000,-680929000,15611000,-747012000,2555000,-749567000,-5.34,-5.34,140433000,140433000,-670756000,-673932000,-749567000,,,571011000,344501000,,1882000,76256000,INSM
31/12/2022,245358000,55126000,190232000,-478123000,24418000,-480151000,1383000,-481534000,-3.91,-3.91,123035000,123035000,-457696000,-477722000,-481534000,,,397518000,265784000,,,22455000,INSM
31/12/2021,188461000,44152000,144309000,-367760000,-28179000,-436412000,-1758000,-434654000,-3.88,-3.88,112111000,112111000,-397829000,-358798000,-434654000,,,272744000,234273000,,,38583000,INSM
31/12/2020,164413000,39872000,124541000,-265232000,2108000,-292688000,1402000,-294090000,-3.01,-3.01,97605000,97605000,-264521000,-252074000,-294090000,,,181157000,203613000,,,28167000,INSM
31/12/2023,,,,,,,,,1086.6,1086.6,157766667,157766667,,,,,,,,,,,AKO.A
31/12/2022,2.65688E+12,1.6287E+12,1.02818E+12,3.37993E+11,-85364273000,2.32804E+11,1.04345E+11,1.28459E+11,757.62,757.62,157761767,157761767,2.88543E+11,3.00071E+11,,-2961345000,,,6.83032E+11,,32388801000,55739441000,AKO.A
31/12/2021,2.21673E+12,1.37539E+12,8.4134E+11,2.87168E+11,-38757969000,2.03209E+11,46177320000,1.57032E+11,933.9,933.9,157761767,157761767,2.53917E+11,2.59362E+11,,-2333518000,,,5.48902E+11,-1337878000,2196886000,50707580000,AKO.A
31/12/2020,1.69828E+12,1.0225E+12,6.75783E+11,2.36244E+11,-18394333000,1.78023E+11,54905399000,1.23117E+11,773.34,773.34,157761767,157761767,2.27011E+11,2.31311E+11,,-1117515000,,,4.36171E+11,-8356298000,7931055000,48987802000,AKO.A
31/12/2019,629792000,561647000,68145000,42031000,-93738000,-71988000,11751000,-83739000,,,,,-50812000,42728000,,,,,26114000,,895000,21176000,PKDC
31/12/2022,644432000,531241000,113191000,21593000,246000,11453000,8530000,2923000,-11.26,-11.26,2915000,2915000,22210000,60334000,2923000,723000,0,,34004000,25828000,371000,10757000,AINC
31/12/2021,384567000,311555000,73012000,-4073000,-1726000,-10980000,-162000,-10818000,-16.68,-16.68,2756000,2756000,-5514000,34146000,-10818000,893000,1053000,,26288000,18199000,285000,5466000,AINC
31/12/2020,293351000,249449000,43902000,-35093000,-189275000,-230043000,-14255000,-215788000,-108.3,-108.3,2284000,2284000,-224336000,10561000,-215788000,3423000,2887000,,20351000,18687000,32000,5707000,AINC
31/12/2022,0,0,0,-2166103,-210814,-2485423,-330183,-2155240,-0.003861,-0.003861,558155920,558155920,-2376695,-2044315,-2155240,,,,2037483,,222,108728,COUV
31/12/2021,0,0,0,-3066229,121718,-3014536,-437994,-2576542,-0.02,-0.02,158202558,158202558,-2929187,-2995484,-2576542,,,,2869175,,15324,85349,COUV
31/12/2020,0,0,0,-476746,-34114,-511164,-146408,-364756,-0.003648,-0.003648,100000000,100000000,-510860,-476746,-364756,,,,430398,,0,304,COUV
31/12/2022,0,25652,-25652,-6048822,1153703,-4904009,,-4904009,-0.024,-0.024,201113572,201113572,-4895119,-4869467,-4904009,,,,2747537,3275633,,8890,JORFF
31/12/2021,0,0,0,-2440886,,-2443691,,-2443691,-0.019,-0.019,125910204,125910204,-2440886,-2440886,-2443691,,,,1321689,1119197,,2805,JORFF
31/12/2020,0,,,-909644,-2250,-912489,,-912489,-0.013,-0.013,68572565,68572565,-911894,-909644,-912489,,,,632198,277446,,595,JORFF
30/06/2023,0,136501,-136501,-17632770,-20166655,-39741300,0,-39741300,-5.61,-5.61,7087027,7087027,-37769774,-37964463,-39741300,,,,9617406,7878863,29651,1971526,CTGO
30/06/2022,0,55740,-55740,-19531354,-3757327,-23626381,-119731,-23506650,-3.49,-3.49,6734444,6734444,-23287178,-23138661,-23506650,,,,10957676,8517938,1503,339203,CTGO
30/06/2021,0,0,0,-10662178,35831605,25170997,1301874,23869123,3.82,3.82,6250894,6250894,25170997,25170997,23869123,,,,10572361,89817,1570,0,CTGO
30/06/2020,0,,,-5594995,-3720000,-9240041,0,-9240041,-1.43,-1.43,6475795,6475795,-5594995,-5594995,-9240041,,,,5594995,,74954,,CTGO
31/12/2021,0,43274,-43274,-10512605,-23955802,-35454268,,-35454268,-0.13,-0.13,277006101,277006101,-34490614,-10016304,-35454268,,,,4071461,,,963654,AUNFF
31/12/2020,0,1470495,-1470495,-11491711,-4420230,-16610133,,-16610133,-0.08,-0.08,202068427,202068427,-15929882,-10021416,-16610133,,,,5261157,,,680251,AUNFF
31/12/2022,8049000,4315000,3734000,-17730000,113000,-17617000,,-17617000,-0.43,-0.43,41174812,41174812,-17730000,-17020000,-17617000,,,5078000,16386000,,,,WRAP
31/12/2021,7729000,5734000,1995000,-24495000,46000,-24449000,,-24449000,-0.62,-0.62,39281620,39281620,-24495000,-24048000,-24449000,,,6214000,20276000,,,,WRAP
31/12/2020,3944000,2601000,1343000,-13077000,497000,-12580000,,-12580000,-0.37,-0.37,33846338,33846338,-13077000,-13414000,-12580000,,,2789000,11631000,,83272,,WRAP
31/12/2022,636405000,,,,1000,49783000,10387000,39396000,0.545664,0.545664,37600087,37600087,56190000,,39396000,,18879000,,,,,6407000,SKWD
31/12/2021,535824000,,,,-445000,48309000,9992000,38317000,0.52686,0.52686,37600087,37600087,52931000,,38317000,,18507000,,,91437000,,4622000,SKWD
31/12/2020,447888000,,,,128000,-94532000,-19890000,-74642000,-1.985155,-1.985155,37600087,37600087,-89000000,,-74642000,,,,,82847000,,5532000,SKWD
31/12/2022,11548000,78760000,-67212000,-277216000,2639000,-360925000,382000,-361307000,-1.836,-1.844,177645737,177645737,-268567000,-144001000,-361307000,34856000,,,79785000,3263000,6427000,92358000,MSC
31/12/2021,106868000,82246000,24622000,-191573000,-22560000,-302459000,-457000,-302002000,-2.728,-2.728,92588175,92588175,-211492000,-61298000,-302002000,49447000,,,87577000,984000,3060000,90967000,MSC
31/12/2020,49208000,79595000,-30387000,-279928000,-22231000,-406103000,-1011000,-405092000,-4.327658,-4.327658,92588175,92588175,-301304000,-118820000,-405092000,83466000,,,89006000,201000,1276000,104799000,MSC
31/12/2022,3690196,1604275,2085921,-212047,-62783531,-62950060,-4572498,-58377562,-1.73,-1.73,33705737,33705737,-212047,62575468,-58377562,,,,2134261,163707,45518,,DTSRF
31/12/2021,1502441,395133,1107308,-512568,-2667774,-3180342,-4687365,1507023,0.05,0.05,31968941,31968941,-512568,2155206,1507023,,,,1428176,191700,0,,DTSRF
31/12/2020,0,,,-987576,23418983,22432109,,22432109,0.97,0.97,23014876,23014876,-987576,98508,22432109,,,,918722,68854,702,,DTSRF
31/12/2023,23390000000,,,,,-185000000,862000000,-1047000000,,,,,,,-1047000000,-44000000,,,8951000000,,,,TFC.PR.O
31/12/2022,23035000000,,,,,7669000000,1402000000,6267000000,,,,,,,6267000000,-7000000,,,8819000000,,,,TFC.PR.O
31/12/2021,22296000000,,,,,7993000000,1556000000,6437000000,,,,,,,6437000000,3000000,,,8926000000,,,,TFC.PR.O
31/12/2020,22705000000,,,,,5473000000,981000000,4492000000,,,,,,,4492000000,-10000000,,,8419000000,,,,TFC.PR.O
31/12/2023,349035000,109532000,239503000,93561000,36590000,119008000,16462000,102546000,,,,,134250000,98186000,102546000,,7484000,,135218000,9852000,4099000,15242000,WT
31/12/2022,301345000,97897000,203448000,77193000,-25628000,39950000,-10734000,50684000,0.31,0.31,143020000,143020000,54885000,45453000,50684000,,5714000,,117288000,8705000,3320000,14935000,WT
31/12/2021,304318000,88163000,216155000,106154000,-39160000,56671000,6874000,49797000,0.31,0.31,143847000,143847000,69003000,102925000,49797000,,5546000,,102330000,6933000,2009000,12332000,WT
31/12/2020,249912000,74675000,175237000,72309000,-98607000,-35222000,433000,-35655000,-0.25,-0.25,148682000,148682000,-25554000,77836000,-35655000,,2216000,,94983000,6924000,744000,9668000,WT
31/12/2023,204768000,,,,,126206000,102000,126104000,,,,,,,126104000,,,,55687000,,,,CIM.PR.B
31/12/2022,-415210000,,,,,-513319000,-253000,-513066000,,,,,,,-513066000,,,,72029000,,,,CIM.PR.B
31/12/2021,1057033000,,,,,674519000,4405000,670114000,,,,,,,670114000,,,,69069000,,,,CIM.PR.B
31/12/2020,226403000,,,,,89012000,158000,88854000,,,,,,,88854000,,,,67725000,,,,CIM.PR.B
30/06/2023,16780000000,6109000000,10671000000,7916000000,-904000000,6886000000,2090000000,4796000000,1.56,1.557,3075997351,3075997351,6933000000,9714000000,,2000000,,,288000000,723000000,149000000,47000000,FSUMF
30/06/2022,17312000000,6175000000,11137000000,9024000000,-18000000,8846000000,2649000000,6197000000,2.014,2.01,3076669539,3076669539,8870000000,10398000000,,,,,204000000,381000000,14000000,24000000,FSUMF
30/06/2021,14561305000,3568440000,10992865000,9886570000,-96940000,9642910000,2899685000,6743225000,3.346,3.333,3077082330,3077082330,9706445000,10601175000,,,,,101525000,110040000,10480000,63535000,FSUMF
30/06/2020,8368935000,2855145000,5513790000,4480855000,46505000,4381950000,1280525000,3101425000,1.539,1.532,2015647825,2015647825,4423215000,5340215000,,,,,74670000,41265000,32750000,41265000,FSUMF
30/06/2023,9879000000,,,706000000,-276000000,330000000,143000000,187000000,0.26,0.26,576400000,576400000,430000000,1297000000,187000000,-38000000,,,3335000000,5124000000,,100000000,NWSAL
30/06/2022,10385000000,,,981000000,-70000000,812000000,52000000,760000000,1.06,1.05,589500000,589500000,911000000,1631000000,760000000,-137000000,,,3592000000,5124000000,,99000000,NWSAL
30/06/2021,9358000000,,,593000000,-90000000,450000000,61000000,389000000,0.56,0.56,590400000,590400000,503000000,1236000000,389000000,-59000000,,,3254000000,4831000000,,53000000,NWSAL
30/06/2020,9008000000,,,369000000,-1868000000,-1524000000,21000000,-1545000000,-2.16,-2.16,587900000,587900000,-1499000000,973000000,-1545000000,276000000,,,2995000000,5000000000,,25000000,NWSAL
31/12/2022,98323,144000,-45677,-241060,,-241060,,-241060,-0.01,-0.01,34644111,34644111,-241060,-241060,-240988,72,,,195383,,,,FCCN
31/12/2021,0,144000,-144000,-172230,,-172230,,-172230,-0.01,-0.01,11857623,11857623,-172230,-172230,-172169,61,,,28230,,,,FCCN
31/12/2020,48,144000,-143952,-168351,,-168351,,-168351,-0.014235,-0.014235,11785762,11785762,-168351,-168351,-167773,578,,,24399,,,,FCCN
31/12/2023,354004000,124828000,229176000,-8508000,11144000,-21586000,9104000,-30690000,-0.75,-0.75,40743000,40743000,3713000,12539000,-30690000,,-123000,28707000,208977000,,1077000,25299000,AORT
31/12/2022,313789000,111266000,202523000,6201000,-3108000,-14984000,4208000,-19192000,-0.48,-0.48,40032000,40032000,3240000,25682000,-19192000,,-98000,38879000,157443000,,147000,18224000,AORT
31/12/2021,298836000,101322000,197514000,-7806000,9787000,-14827000,7000,-14834000,-0.38,-0.38,38983000,38983000,2060000,10114000,-14834000,,-94000,35546000,169774000,,79000,16887000,AORT
31/12/2020,253227000,85443000,167784000,2441000,-3134000,-17174000,-492000,-16682000,-0.44,-0.44,37861000,37861000,-476000,20236000,-16682000,,-111000,24207000,141136000,,217000,16698000,AORT
31/12/2022,719629000,281574000,438055000,174520000,,-176868000,31132000,-208000000,-0.1024,-0.1024,2078438000,2078438000,-161522000,-131510000,-176868000,-4779000,0,,264639000,,11223000,15346000,PYHOF
31/12/2021,860763000,336883000,523880000,223863000,,-4779000,21812000,-26591000,-0.0236,-0.0236,2090085000,2090085000,6973000,33653000,-4779000,-22839000,0,,305927000,,835000,11752000,PYHOF
31/12/2020,536320000,165611000,370709000,147466000,,-481791000,40697000,-522488000,-0.2409,-0.2409,2107502000,2107502000,-465735000,-483660000,-481791000,14888000,0,,229375000,,,16056000,PYHOF
31/12/2023,273179640,116803480,156376160,107205991,2007790,86771872,3766302,83005570,0.93,0.91,66595273,66595273,112722472,207347000,83005570,-14892153,,,49170169,,3508691,25950600,KRP
31/12/2022,285037735,66325228,218712507,173896329,-30266176,133532988,2738702,130794286,1.75,1.72,54112595,54112595,147351298,234735936,130794286,-36235284,42243,,44816178,,3721145,13818310,KRP
31/12/2021,178407125,47278362,131128763,92102601,-40408524,42511974,74100,42437874,0.56,0.51,40400907,40400907,51694077,131581960,42437874,-8496104,76780,,39026162,,0,9182103,KRP
31/12/2020,92932456,54378027,38554429,3275558,-253821460,-256975963,-885193,-256090770,-4.85,-4.85,34530398,34530398,-250545902,52204522,-256090770,96642334,91869,,35278871,,,6430061,KRP
31/12/2022,19394492,10469628,8924864,269487,-933581,-677107,0,-677107,,,,,-664094,1226742,-677107,,,1024127,7631250,,,13013,AMPGW
31/12/2021,5275434,3982797,1292637,-5105420,389421,-4758805,0,-4758805,,,,,-4715999,-4613641,-4758805,,,1833399,4564658,,,42806,AMPGW
31/12/2020,3458081,2203844,1254237,-915946,,-1025559,0,-1025559,,,,,-915946,-689034,-1025559,,,61953,2108230,,,109613,AMPGW
31/12/2022,1326961000,998270000,328691000,89715000,12453000,85576000,19183000,66393000,3.47,2.42,11701302,11701302,102168000,106473000,66393000,,,,222218000,,,16592000,LAZY
31/12/2021,1235048000,911558000,323490000,124094000,-5331000,110263000,28242000,82021000,6.315572,6.315572,12987105,12987105,118763000,138505000,82021000,,,,184985000,,,8500000,LAZY
31/12/2020,817110000,638128000,178982000,48466000,-15429000,24990000,10364000,14626000,3.060514,3.060514,9514742,9514742,33037000,63360000,14626000,,7565000,,119254000,,,8047000,LAZY
31/12/2022,335290000,78219000,257071000,195665000,,761836000,186235000,575601000,6.45,6.4,89096132,89096132,782586000,784677000,761836000,-1317000,0,,16761000,25898000,54000,20750000,SSSAF
31/12/2021,300375000,77102000,223273000,172398000,,624720000,177134000,447586000,5.03,5,88838483,88838483,644705000,641612000,624720000,-738000,0,,14293000,20923000,,19985000,SSSAF
31/12/2020,271383000,98953000,172430000,153546000,,399096000,109250000,289846000,3.26,3.25,88722865,88722865,418127000,412804000,399096000,-371000,0,,6999000,,763000,19031000,SSSAF
31/12/2023,47710600000,46652400000,1058200000,237900000,-43600000,66700000,13000000,53700000,0.86,0.86,61400000,61400000,202200000,346700000,53700000,-800000,,,820300000,,7800000,135500000,WKC
31/12/2022,59043100000,57954100000,1089100000,273000000,-17300000,145100000,29200000,115900000,1.83,1.82,62300000,62300000,262500000,370100000,115900000,-1700000,,,816100000,,6800000,117400000,WKC
31/12/2021,31337000000,30548800000,788200000,153900000,-13600000,100000000,25800000,74200000,1.17,1.16,62900000,62900000,147200000,239500000,74200000,-500000,,,634300000,,7000000,47200000,WKC
31/12/2020,20358300000,19506500000,851800000,173800000,32900000,161700000,52100000,109600000,1.72,1.71,63700000,63700000,210300000,332000000,109600000,-100000,,,678000000,,3600000,48600000,WKC
31/12/2022,2150937,,,-1720395,449479,-1261675,,-1261675,-0.126247,-0.126247,9993719,9993719,-1261675,-1695899,-1261675,,,50708,3820624,,9241,0,JNVR
31/12/2021,1981439,,,-1055619,-563611,-1617534,,-1617534,-0.161855,-0.161855,9993719,9993719,-1617374,-1040004,-1617534,,,38414,2998644,,1856,160,JNVR
31/12/2020,1561183,,,393388,18826,319025,,319025,0.030584,0.030584,10431230,10431230,412816,412816,319025,,,0,1167795,,602,93791,JNVR
